,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
872,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2577087,7060.51,4922236,13485.58,14132.99,38.72,26994.0,73.96
873,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2582750,7076.03,4933052,13515.21,19795.66,54.23,37809.71,103.59
874,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,100,Más de 40 €,2673523,7324.72,5106429,13990.22,14132.99,38.72,26994.0,73.96
875,Entre 36 y 65 años,1,Sevilla,Conocer mi huella hídrica,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2462841,6747.51,4704027,12887.75,20337.33,55.72,38844.29,106.42
876,Entre 18 y 35 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,Más de 100 €,0,Menos de 10 €,2922230,8006.11,5581459,15291.67,143295.66,392.59,273694.71,749.85
877,Entre 36 y 65 años,3,Cádiz,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2627416,7198.4,5018364,13748.94,19795.66,54.23,37809.71,103.59
878,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,3,Más de 40 €,2637719,7226.63,5038043,13802.86,29350.66,80.41,56059.76,153.59
879,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3043133,8337.35,5812384,15924.34,19795.66,54.23,37809.71,103.59
880,Entre 18 y 35 años,4,Segovia,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2589684,7095.02,4946296,13551.5,26000.0,71.23,49660.0,136.05
881,Entre 36 y 65 años,3,Barcelona,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Menos de 10 €,2627821,7199.51,5019137,13751.06,19470.66,53.34,37188.96,101.89
882,Entre 18 y 35 años,2,Asturias,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2728595,7475.6,5211616,14278.4,166370.66,455.81,317767.96,870.6
883,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2577087,7060.51,4922236,13485.58,14132.99,38.72,26994.0,73.96
884,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3334050,9134.38,6368035,17446.67,143295.66,392.59,273694.71,749.85
885,Entre 36 y 65 años,5,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2670865,7317.44,5101351,13976.31,138174.65,378.56,263913.59,723.05
886,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3351057,9180.98,6400519,17535.67,161032.99,441.19,307573.0,842.67
887,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2622158,7183.99,5008322,13721.43,13807.99,37.83,26373.25,72.26
888,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,1808351,4954.39,3453951,9462.88,137307.99,376.19,262258.25,718.52
889,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez a la semana,No uso coche,No tengo mascota,0,Ni idea!,2562470,7020.47,4894318,13409.09,149500.0,409.59,285545.0,782.32
890,Entre 36 y 65 años,4,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,25,Entre 10€ y 40 €,3210375,8795.55,6131816,16799.49,19470.66,53.34,37188.96,101.89
891,Entre 18 y 35 años,5,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Más de 40 €,2774316,7600.86,5298943,14517.65,166695.66,456.7,318388.71,872.3
892,Entre 18 y 35 años,4,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2746713,7525.24,5246222,14373.21,137632.99,377.08,262879.0,720.22
893,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Más de 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2577294,7061.08,4922632,13486.66,44603.99,122.2,85193.63,233.41
894,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2695998,7386.3,5149356,14107.83,37207.99,101.94,71067.25,194.7
895,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2547553,6979.6,4865826,13331.03,14132.99,38.72,26994.0,73.96
896,Entre 36 y 65 años,3,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,2000,Más de 40 €,2598237,7118.46,4962633,13596.25,24012.99,65.79,45864.8,125.66
897,Entre 18 y 35 años,3,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2425618,6645.53,4632930,12692.96,29350.66,80.41,56059.76,153.59
898,Entre 36 y 65 años,5,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Más de 40 €,2717261,7444.55,5189968,14219.09,58470.66,160.19,111678.96,305.97
899,Entre 36 y 65 años,2,Madrid,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez a la semana,Más de 200 km,Menos de 50 €,40,Entre 10€ y 40 €,2390634,6549.68,4566111,12509.89,19470.66,53.34,37188.96,101.89
900,Entre 36 y 65 años,1,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2546093,6975.6,4863038,13323.39,14132.99,38.72,26994.0,73.96
901,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2576291,7058.33,4920715,13481.41,42870.66,117.45,81882.96,224.34
902,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,Más de 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,3286878,9005.15,6277937,17199.83,287.99,0.79,550.05,1.51
903,Entre 36 y 65 años,6,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2486430,6812.14,4749081,13011.18,43195.66,118.34,82503.71,226.04
904,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,0,Ni idea!,2678261,7337.7,5115478,14015.01,19470.66,53.34,37188.96,101.89
905,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Más de 40 €,2480037,6794.62,4736871,12977.73,37532.99,102.83,71688.0,196.41
906,Entre 18 y 35 años,2,Toledo,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Nunca!,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3234680,8862.14,6178238,16926.68,43195.66,118.34,82503.71,226.04
907,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2409670,6601.84,4602470,12609.51,14132.99,38.72,26994.0,73.96
908,Entre 36 y 65 años,3,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3227232,8841.73,6164013,16887.71,37207.99,101.94,71067.25,194.7
909,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,3130381,8576.39,5979028,16380.9,137307.99,376.19,262258.25,718.52
910,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Ni idea!,2582561,7075.51,4932692,13514.23,20337.33,55.72,38844.29,106.42
911,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3328792,9119.98,6357993,17419.16,137307.99,376.19,262258.25,718.52
912,Entre 18 y 35 años,2,Santa Cruz de Tenerife,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,Nunca!,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2036150,5578.49,3889046,10654.92,166695.66,456.7,318388.71,872.3
913,Mayor de 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Más de 200 km,Menos de 50 €,0,Ni idea!,2536649,6949.72,4845000,13273.97,45275.66,124.04,86476.51,236.92
914,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2729650,7478.49,5213631,14283.92,166695.66,456.7,318388.71,872.3
915,Entre 36 y 65 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2402076,6581.03,4587966,12569.77,37532.99,102.83,71688.0,196.41
916,Entre 18 y 35 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3180286,8713.11,6074346,16642.04,19795.66,54.23,37809.71,103.59
917,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,No sabía que existía ese modo,No,Siempre,1 vez al día,100 - 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,3248088,8898.87,6203849,16996.85,11938.33,32.71,22802.22,62.47
918,Entre 36 y 65 años,1,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2700262,7397.98,5157500,14130.14,137307.99,376.19,262258.25,718.52
919,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2693723,7380.06,5145011,14095.92,161032.99,441.19,307573.0,842.67
920,Mayor de 65 años,2,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2549548,6985.06,4869637,13341.47,137307.99,376.19,262258.25,718.52
921,Entre 36 y 65 años,2,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,Menos de 100 km,No tengo mascota,60,Entre 10€ y 40 €,2006717,5497.85,3832829,10500.9,137632.99,377.08,262879.0,720.22
922,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Más de 40 €,3298123,9035.95,6299415,17258.67,137632.99,377.08,262879.0,720.22
923,Mayor de 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3255621,8919.51,6218235,17036.26,19470.66,53.34,37188.96,101.89
924,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3179961,8712.22,6073725,16640.34,19470.66,53.34,37188.96,101.89
925,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,200,Entre 10€ y 40 €,2607025,7142.53,4979417,13642.24,42870.66,117.45,81882.96,224.34
926,Entre 18 y 35 años,5,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,0,Más de 40 €,3118133,8542.83,5955635,16316.81,49400.0,135.34,94354.0,258.5
927,Entre 36 y 65 años,3,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,A veces,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,10,Más de 40 €,2700176,7397.74,5157336,14129.69,166695.66,456.7,318388.71,872.3
928,Entre 36 y 65 años,4,Toledo,Ahorrar agua,Menos de 5 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Más de 40 €,3331541,9127.51,6363243,17433.54,44950.66,123.15,85855.76,235.22
929,Entre 36 y 65 años,2,Málaga,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,2466797,6758.35,4711582,12908.44,25133.33,68.86,48004.67,131.52
930,Entre 36 y 65 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,A veces,1 vez al día,Menos de 100 km,Menos de 50 €,10,Menos de 10 €,3190823,8741.98,6094472,16697.18,166695.66,456.7,318388.71,872.3
931,Entre 36 y 65 años,1,Sevilla,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2588412,7091.54,4943868,13544.84,25458.33,69.75,48625.42,133.22
932,Entre 18 y 35 años,1,Barcelona,Ahorrar agua,Más de 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2683057,7350.84,5124638,14040.1,150366.67,411.96,287200.33,786.85
933,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,100,Entre 10€ y 40 €,2313032,6337.07,4417891,12103.81,38074.65,104.31,72722.59,199.24
934,Entre 36 y 65 años,1,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2583868,7079.09,4935189,13521.06,172358.33,472.21,329204.42,901.93
935,Entre 18 y 35 años,2,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3239612,8875.65,6187660,16952.49,48858.33,133.86,93319.42,255.67
936,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Más de 200 km,Menos de 50 €,0,Más de 40 €,2534974,6945.13,4841800,13265.21,42870.66,117.45,81882.96,224.34
937,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,20,Entre 10€ y 40 €,2696118,7386.62,5149585,14108.45,37207.99,101.94,71067.25,194.7
938,Entre 18 y 35 años,2,A Coruña,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,3205617,8782.51,6122728,16774.6,14132.99,38.72,26994.0,73.96
939,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,Entre 50 y 100 €,0,Más de 40 €,2479849,6794.11,4736511,12976.74,38074.65,104.31,72722.59,199.24
940,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,Si,Nunca!,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2578696,7064.92,4925309,13494.0,45275.66,124.04,86476.51,236.92
941,Entre 36 y 65 años,3,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3043863,8339.35,5813778,15928.16,19795.66,54.23,37809.71,103.59
942,Entre 18 y 35 años,3,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,Menos de 100 km,Entre 50 y 100 €,1000,Más de 40 €,3217280,8814.46,6145004,16835.63,19795.66,54.23,37809.71,103.59
943,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3167496,8678.07,6049917,16575.11,6275.66,17.19,11986.51,32.84
944,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Menos de 10 €,2412720,6610.19,4608296,12625.47,137632.99,377.08,262879.0,720.22
945,Menor de 18 años,3,Asturias,Ayudar al ecosistema,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2775587,7604.35,5301372,14524.31,167237.33,458.18,319423.29,875.13
946,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Si,A veces,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2555536,7001.47,4881073,13372.8,143295.66,392.59,273694.71,749.85
947,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez a la semana,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2443847,6695.47,4667748,12788.35,612.99,1.68,1170.8,3.21
948,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2426373,6647.6,4634372,12696.91,14132.99,38.72,26994.0,73.96
949,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,100 - 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2634538,7217.91,5031968,13786.21,25458.33,69.75,48625.42,133.22
950,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3197293,8759.71,6106830,16731.04,37532.99,102.83,71688.0,196.41
951,Entre 36 y 65 años,2,Murcia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,A veces,1 vez a la semana,Menos de 100 km,Entre 50 y 100 €,3000,Entre 10€ y 40 €,2474637,6779.83,4726557,12949.47,14132.99,38.72,26994.0,73.96
952,Entre 36 y 65 años,3,Ciudad Real,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2575156,7055.22,4918547,13475.47,43195.66,118.34,82503.71,226.04
953,Entre 36 y 65 años,3,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2646613,7250.99,5055031,13849.4,37532.99,102.83,71688.0,196.41
954,Entre 36 y 65 años,2,Málaga,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2745658,7522.35,5244207,14367.69,137307.99,376.19,262258.25,718.52
955,Entre 36 y 65 años,2,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,0,Entre 10€ y 40 €,3161639,8662.02,6038730,16544.47,43195.66,118.34,82503.71,226.04
956,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2455582,6727.62,4690162,12849.76,13807.99,37.83,26373.25,72.26
957,Entre 36 y 65 años,5,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,50,Entre 10€ y 40 €,3037040,8320.66,5800747,15892.46,14132.99,38.72,26994.0,73.96
958,Entre 36 y 65 años,4,Toledo,Ahorrar dinero,Entre 11 y 15 minutos,Más de 5,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Más de 40 €,3225490,8836.96,6160686,16878.59,65000.0,178.08,124150.0,340.14
