,Edad,Individuos_Hogar,Provincia,Tema_Interes,Tiempo_Ducha,Frecuencia_lavadora,Frecuencia_lavavajillas,Modo_ECO,Reciclar_agua,Reciclar_material,Consumo_carne,km_coche,Gasto_mascotas,m2_jardin,Consumo_agua_€
340,Entre 18 y 35 años,2.0,Madrid,Ayudar al ecosistema,Más de 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €
341,Entre 36 y 65 años,5.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
342,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
343,Entre 36 y 65 años,5.0,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!
344,Entre 36 y 65 años,3.0,Asturias,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €
345,Entre 18 y 35 años,4.0,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Más de 5,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,830,Ni idea!
346,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Más de 200 km,Entre 50 y 100 €,1000,Ni idea!
347,Entre 18 y 35 años,4.0,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!
348,Entre 18 y 35 años,4.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,A veces,1 vez al día,No uso coche,Entre 50 y 100 €,2,Ni idea!
349,Entre 36 y 65 años,5.0,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Más de 5,1 vez al día,A veces,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
350,Entre 36 y 65 años,5.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Ni idea!
351,Entre 36 y 65 años,4.0,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €
352,Menor de 18 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,1 vez al día,No sabía que existía ese modo,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,10,Ni idea!
353,Entre 18 y 35 años,4.0,Pontevedra,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Nunca!,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €
354,Entre 36 y 65 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,A veces,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Más de 40 €
355,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Más de 200 km,Menos de 50 €,0,Entre 10€ y 40 €
356,Entre 36 y 65 años,2.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,50,Entre 10€ y 40 €
357,Entre 18 y 35 años,4.0,Madrid,Ayudar al ecosistema,Más de 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
358,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €
359,Entre 18 y 35 años,3.0,Alicante,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
360,Entre 18 y 35 años,2.0,Barcelona,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,100 - 200 km,Entre 50 y 100 €,30,Menos de 10 €
361,Entre 18 y 35 años,3.0,Madrid,Ahorrar dinero,Más de 15 minutos,Menos de 3 veces,1 vez al día,No sabía que existía ese modo,No,Nunca!,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €
362,Entre 18 y 35 años,4.0,Valencia,Ayudar al ecosistema,Más de 15 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Ni idea!
363,Entre 18 y 35 años,4.0,Valencia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Nunca!,Nunca!,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €
364,Entre 36 y 65 años,1.0,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €
365,Entre 18 y 35 años,3.0,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Menos de 10 €
366,Entre 36 y 65 años,2.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,Nunca!,Menos de 100 km,Entre 50 y 100 €,0,Más de 40 €
367,Entre 36 y 65 años,4.0,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez al día,Más de 200 km,Menos de 50 €,120,Entre 10€ y 40 €
368,Entre 18 y 35 años,2.0,Madrid,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,1 vez al día,A veces,No,Nunca!,1 vez al día,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €
369,Entre 18 y 35 años,3.0,Las Palmas,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €
370,Entre 18 y 35 años,4.0,Pontevedra,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez a la semana,No uso coche,Entre 50 y 100 €,700,Ni idea!
371,Entre 18 y 35 años,2.0,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
372,Entre 36 y 65 años,1.0,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Menos de 10 €
373,Entre 18 y 35 años,4.0,Toledo,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez al día,No uso coche,Menos de 50 €,0,Ni idea!
374,Entre 18 y 35 años,6.0,Vizcaya,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Más de 40 €
375,Entre 18 y 35 años,2.0,Madrid,Ayudar al ecosistema,Más de 15 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €
376,Entre 18 y 35 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
377,Entre 18 y 35 años,3.0,Granada,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez a la semana,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €
378,Entre 18 y 35 años,3.0,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!
379,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
380,Entre 18 y 35 años,5.0,Barcelona,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,180,Más de 40 €
381,Entre 18 y 35 años,4.0,Gipuzkoa,Ahorrar dinero,Más de 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,0,Ni idea!
382,Menor de 18 años,3.0,Madrid,Conocer mi huella hídrica,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Más de 40 €
383,Entre 36 y 65 años,2.0,Salamanca,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €
384,Entre 18 y 35 años,1.0,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €
385,Entre 18 y 35 años,4.0,Valencia,Ayudar al ecosistema,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
386,Entre 18 y 35 años,3.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Nunca!,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Ni idea!
387,Entre 36 y 65 años,3.0,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez al día,Menos de 100 km,Menos de 50 €,100,Más de 40 €
388,Entre 18 y 35 años,2.0,Alicante,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €
389,Entre 18 y 35 años,4.0,Jaén,Ahorrar agua,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
390,Entre 18 y 35 años,4.0,Córdoba,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Si,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Ni idea!
391,Entre 36 y 65 años,2.0,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
392,Entre 18 y 35 años,3.0,Málaga,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Ni idea!
393,Entre 36 y 65 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Más de 40 €
394,Entre 18 y 35 años,4.0,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
395,Entre 36 y 65 años,2.0,Sevilla,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
396,Entre 36 y 65 años,3.0,Asturias,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
397,Entre 18 y 35 años,4.0,Guadalajara,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,Nunca!,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
398,Entre 18 y 35 años,1.0,Sevilla,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Nunca!,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €
399,Entre 18 y 35 años,3.0,Pontevedra,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Nunca!,1 vez al día,Menos de 100 km,Entre 50 y 100 €,5000,Entre 10€ y 40 €
400,Entre 18 y 35 años,2.0,Barcelona,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,40,Más de 40 €
401,Entre 18 y 35 años,1.0,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
402,Entre 18 y 35 años,4.0,Murcia,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,Nunca!,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!
403,Entre 18 y 35 años,2.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
404,Entre 18 y 35 años,2.0,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Nunca!,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,80,Ni idea!
405,Entre 18 y 35 años,2.0,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €
406,Entre 18 y 35 años,4.0,Barcelona,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Ni idea!
407,Mayor de 65 años,4.0,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €
408,Entre 18 y 35 años,3.0,Asturias,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €
409,Entre 18 y 35 años,5.0,Barcelona,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,Entre 50 y 100 €,20,Más de 40 €
410,Entre 18 y 35 años,5.0,Barcelona,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,A veces,1 vez al día,Menos de 100 km,Entre 50 y 100 €,120,Más de 40 €
411,Entre 36 y 65 años,4.0,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez a la semana,Más de 200 km,Entre 50 y 100 €,0,Ni idea!
412,Mayor de 65 años,1.0,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
413,Entre 36 y 65 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €
414,Entre 36 y 65 años,1.0,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,25,Entre 10€ y 40 €
415,Entre 18 y 35 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez al día,Más de 200 km,No tengo mascota,20,Ni idea!
416,Entre 36 y 65 años,1.0,Segovia,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
417,Entre 36 y 65 años,4.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Más de 40 €
418,Entre 18 y 35 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €
419,Entre 36 y 65 años,4.0,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Ni idea!
420,Entre 18 y 35 años,4.0,Asturias,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €
421,Entre 18 y 35 años,4.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
422,Entre 18 y 35 años,4.0,Barcelona,Ahorrar agua,Más de 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Nunca!,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,0,Ni idea!
423,Entre 36 y 65 años,4.0,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez al día,Más de 200 km,No tengo mascota,0,Ni idea!
424,Entre 18 y 35 años,4.0,Vizcaya,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €
425,Entre 18 y 35 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,40,Entre 10€ y 40 €
426,Entre 36 y 65 años,3.0,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
427,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
428,Entre 18 y 35 años,4.0,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,15,Más de 40 €
429,Entre 36 y 65 años,4.0,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
430,Entre 18 y 35 años,4.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Ni idea!
431,Entre 18 y 35 años,4.0,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
432,Entre 36 y 65 años,4.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
433,Entre 36 y 65 años,1.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
434,Entre 36 y 65 años,4.0,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,100,Más de 40 €
435,Entre 36 y 65 años,1.0,Sevilla,Conocer mi huella hídrica,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
436,Entre 18 y 35 años,1.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,Más de 100 €,0,Menos de 10 €
437,Entre 36 y 65 años,3.0,Cádiz,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €
438,Entre 36 y 65 años,3.0,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,3,Más de 40 €
439,Entre 36 y 65 años,2.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €
440,Entre 18 y 35 años,4.0,Segovia,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!
441,Entre 36 y 65 años,3.0,Barcelona,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Menos de 10 €
442,Entre 18 y 35 años,2.0,Asturias,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
443,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
444,Entre 18 y 35 años,4.0,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
445,Entre 36 y 65 años,5.0,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!
446,Entre 36 y 65 años,4.0,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €
447,Mayor de 65 años,2.0,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €
448,Entre 36 y 65 años,2.0,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €
449,Entre 36 y 65 años,2.0,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez a la semana,No uso coche,No tengo mascota,0,Ni idea!
450,Entre 36 y 65 años,4.0,Asturias,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,25,Entre 10€ y 40 €
451,Entre 18 y 35 años,5.0,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Más de 40 €
452,Entre 18 y 35 años,4.0,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €
453,Entre 18 y 35 años,3.0,Madrid,Ayudar al ecosistema,Más de 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €
